county_id,Area
1001,49.24269359
1002,112.2503181
1003,211.5720462
1004,71.82985964
1051,1425.167033
1053,1262.16041
1054,1912.670919
1055,1385.979235
1056,635.0828921
1057,1082.333324
1058,2167.65245
1059,1989.319403
1060,1344.669027
1061,1017.366019
1062,765.640987
2000,736.8049305
3101,192.159717
3102,225.1062261
3103,204.8341654
3151,1568.462908
3153,968.6790165
3154,675.4123489
3155,1268.746497
3157,535.7768199
3158,723.6951944
3159,1753.718704
3241,2295.657771
3251,1989.492273
3252,797.2281576
3254,1206.883769
3255,693.948436
3256,1399.841594
3257,675.7161141
3351,1549.680344
3352,2056.999452
3353,1248.252722
3354,1226.036384
3355,1326.764809
3356,652.7679264
3357,2072.191062
3358,1880.405591
3359,1206.152758
3360,1461.43286
3361,788.4001084
3401,62.37392737
3402,111.1477013
3403,103.6318194
3404,120.1133328
3405,107.3729117
3451,729.307792
3452,1244.794392
3453,1420.169402
3454,2882.335325
3455,609.6848074
3456,981.680145
3457,1032.551973
3458,1064.246028
3459,2119.659227
3460,813.2258281
3461,827.742838
3462,620.7030903
4011,325.4681213
4012,76.64335604
5111,217.4125557
5112,233.0717449
5113,210.4059909
5114,136.5870395
5116,170.6269
5117,91.24425976
5119,77.46235019
5120,74.05283756
5122,88.96305122
5124,168.3739677
5154,1233.543933
5158,407.7795851
5162,576.5625552
5166,563.6164697
5170,1042.225565
5314,141.530028
5315,406.5398961
5316,78.75469897
5334,704.5533342
5358,940.4838395
5362,702.9750279
5366,1250.077077
5370,627.4126914
5374,917.7694824
5378,437.9152903
5382,1151.976765
5512,100.2151961
5513,105.2615515
5515,303.336949
5554,1420.928656
5558,1111.80224
5562,761.0808331
5566,1794.452034
5570,1317.680295
5711,259.0049045
5754,968.8007867
5758,450.3523899
5762,1199.794371
5766,1244.809694
5770,1151.091663
5774,1245.848173
5911,144.7644196
5913,279.5401422
5914,160.2586618
5915,227.5772564
5916,51.48944098
5954,410.7013226
5958,1958.525637
5962,1060.065203
5966,711.4591637
5970,1133.209112
5974,1328.460565
5978,542.4790003
6411,122.8655036
6412,248.0506893
6413,45.25210213
6414,203.6528025
6431,718.5682463
6432,657.4977336
6433,452.9836347
6434,480.5509286
6435,1395.806413
6436,221.4248305
6437,624.2825159
6438,355.8858903
6439,811.3961718
6440,1099.815587
6531,854.7812939
6532,1064.733272
6533,738.4104826
6534,1261.074818
6535,1457.133078
6611,104.3890407
6631,1380.391236
6632,1097.19622
6633,1294.419784
6634,1538.296862
6635,1846.527774
6636,1023.645909
7111,105.9023925
7131,786.772008
7132,640.8479726
7133,863.5480416
7134,776.2295684
7135,692.8535987
7137,816.128506
7138,627.3005803
7140,990.7273151
7141,780.9397898
7143,989.5720311
7211,115.6199643
7231,1168.387281
7232,1628.118267
7233,911.4612147
7235,1105.100019
7311,43.69633015
7312,140.3125878
7313,82.90375375
7314,77.87044378
7315,97.60578053
7316,117.1351085
7317,61.51141202
7318,42.78910097
7319,108.6750925
7320,70.77816952
7331,587.6635311
7332,593.5176368
7333,644.2217338
7334,463.030278
7335,640.1199991
7336,573.6035339
7337,639.2747763
7338,304.3222454
7339,605.2773444
7340,953.5830946
8111,209.8145591
8115,616.7524326
8116,639.2375527
8117,642.1910209
8118,686.0502474
8119,856.7581178
8121,100.5464602
8125,1097.787814
8126,776.499347
8127,1483.027523
8128,1303.919401
8135,627.0371589
8136,1509.356726
8211,139.868239
8212,173.9659537
8215,1083.679458
8216,738.2269391
8221,109.1876145
8222,145.0042443
8225,1124.977714
8226,1059.891133
8231,98.19565631
8235,796.9045245
8236,572.4879255
8237,870.239034
8311,153.7803022
8315,1376.641947
8316,680.066676
8317,1858.528376
8325,768.9232252
8326,1025.141157
8327,733.442152
8335,816.5825947
8336,806.7146855
8337,1130.057409
8415,1091.392009
8416,519.5026259
8417,916.585493
8421,119.1272684
8425,1356.428221
8426,1408.908427
8435,664.6902091
8436,1630.722434
8437,1203.699758
9161,133.4690477
9162,311.4354077
9163,36.77731251
9171,569.9743591
9172,840.8962431
9173,1111.744124
9174,579.5051504
9175,550.0438482
9176,1214.270819
9177,871.1930839
9178,798.6318309
9179,434.5897228
9180,1011.754237
9181,803.3626684
9182,867.0161394
9183,805.6367
9184,664.1132332
9185,739.9367885
9186,760.9407219
9187,1441.423705
9188,486.7961676
9189,1534.451072
9190,967.1851822
9261,66.20601894
9262,70.23393679
9263,67.69973356
9271,862.362069
9272,985.6476369
9273,1065.072307
9274,1348.207638
9275,1532.932014
9276,976.2193394
9277,1282.58731
9278,1202.033167
9279,878.2671146
9361,50.42070733
9362,79.76175086
9363,70.61616865
9371,1255.362711
9372,1528.463072
9373,1344.607083
9374,1428.818989
9375,1393.691804
9376,1459.271262
9377,1085.086758
9461,54.95469986
9462,67.00579315
9463,48.01734023
9464,58.2262313
9471,1166.568547
9472,1273.59821
9473,590.813119
9474,642.789287
9475,893.7793633
9476,651.4341856
9477,657.8870374
9478,519.6390535
9479,606.4057064
9561,99.80443278
9562,78.0026988
9563,63.28259407
9564,187.6504808
9565,40.78714422
9571,1971.796123
9572,564.2875834
9573,307.0191109
9574,797.6954305
9575,1267.275155
9576,894.9014126
9577,969.9756862
9661,61.90448987
9662,35.4636415
9663,87.67930873
9671,698.444537
9672,1136.945313
9673,1020.992904
9674,956.0766561
9675,683.4373317
9676,714.672984
9677,1320.96455
9678,840.9132515
9679,966.5522507
9761,146.4090497
9762,40.41209181
9763,63.21289664
9764,69.76493551
9771,779.6346138
9772,1071.141997
9773,791.3183362
9774,762.9575508
9775,515.3762509
9776,322.9633601
9777,1392.639856
9778,1229.267738
9779,1273.660668
9780,1527.516256
10041,411.3449835
10042,556.8980899
10043,248.0464398
10044,458.933471
10045,418.965999
10046,476.1962023
11000,893.0455596
12051,229.6183262
12052,165.4531887
12053,148.13796
12054,187.1509453
12060,1483.423747
12061,2280.317952
12062,1902.962688
12063,1728.708343
12064,2162.328923
12065,1809.895899
12066,1225.799258
12067,2262.359161
12068,2527.524021
12069,2595.044853
12070,2139.232558
12071,1661.447803
12072,2106.588507
12073,3081.554927
13003,169.2444677
13004,130.0809608
13071,5500.377394
13072,3430.422248
13073,3166.223423
13074,2124.546714
13075,3799.36029
13076,4766.727791
14511,221.360038
14521,1829.057043
14522,2117.042888
14523,1413.056942
14524,950.3530622
14612,328.6614007
14625,2401.557126
14626,2117.95035
14627,1460.002128
14628,1657.243848
14713,299.1713667
14729,1652.790625
14730,2029.351054
15001,246.3788412
15002,135.7339415
15003,200.4976855
15081,2303.104959
15082,1461.222577
15083,2376.871905
15084,1419.261314
15085,2107.28966
15086,1589.849485
15087,1456.040576
15088,1440.531674
15089,1435.108218
15090,2437.354403
15091,1944.621781
16051,270.2766248
16052,152.362892
16053,114.8604161
16054,142.6018006
16055,84.37262576
16056,104.455167
16061,941.9922518
16062,713.9496796
16063,1264.757221
16064,978.6625936
16065,1037.61907
16066,1250.785847
16067,935.4613262
16068,806.783905
16069,937.3045654
16070,803.2220762
16071,804.3565299
16072,460.5879693
16073,1008.573043
16074,815.6101366
16075,1151.813772
16076,846.4592196
16077,569.8252187
